SampleDate,Location,N1_Concentration_Merged,N2_Concentration_Merged,N/PMMoV,PV_Concentration_Merged
2021-12-24,North Davis D,1325.19165,1309.124756,0.0029484881883333333,446723.2422
2021-12-24,The Cannery,820.8863064,707.6773834,0.0014309845203333334,534095.1171
2021-12-24,Far East Davis,277.8953362,292.7377891,0.00047690748466666666,598263.9648
2021-12-24,North Central Davis,0.0,0.0,0.0,136211.853
2021-12-24,Central Davis,760.5001831,776.3210297,0.001735888269,442661.328
2021-12-24,East Central Davis A,66.6489124,81.46551136,0.00012409683806666668,596769.5312
2021-12-24,North J,339.1524124,379.7790527,0.0009690722443333333,370938.0128
2021-12-24,8th and J,124.1979885,116.8879986,0.00028893788123333334,417193.457
2021-12-24,Rancho Yolo: East 8th Street,364.3893051,323.8382721,0.0003772545306666667,912152.832
2021-12-24,South Davis/El Macero,0.0,3.54803232,0.0,188773.9014
2021-12-24,Peregrine School (downstream),404.7453308,368.1832886,0.0007703807206666667,501653.6621
2021-12-24,Peregrine School (upstream),404.0896225,337.155571,0.0005290257790000001,700575.6835
2021-12-24,Arroyo A,219.5475769,245.192833,0.0005965828256666666,389502.0019
2021-12-24,Arroyo B,45.76714992,52.81007288,0.0001106443022,445469.0429
2021-12-24,East Central Davis B,111.0115051,128.3683967,0.00016108096273333334,743042.1875
2021-12-24,Rancho Yolo/Research Park,28.8229728,28.8229728,5.0361666600000006e-05,572319.6778
2021-12-24,Rancho Yolo/Research Park,28.82297277,28.82297277,5.0361666566666664e-05,572319.6777
2021-12-27,Old East Davis/Wildhorse,430.3390122,470.273819,0.0007115941156666667,632813.5741
2021-12-27,Far West Davis,355.3471374,373.8891983,0.0008877796493333334,410707.959
2021-12-27,North Davis A,603.7232208,709.9249267,0.001257150526,522470.5078
2021-12-27,North Davis B,268.4894371,249.8219299,0.0003920947613333333,660951.6602
2021-12-27,North Davis C,67372.52442,488.5064698,0.049217513633333335,689399.2189
2021-12-27,North Davis D,0.0,0.0,0.0,361902.5392
2021-12-27,The Cannery,375.5976105,437.7216721,0.00047626568500000005,853850.3907
2021-12-27,Far East Davis,287.8190041,294.764309,0.0004810124593333333,605580.2733
2021-12-27,North Central Davis,73.4147692,87.40458488,0.00027897751549999997,288229.9561
2021-12-27,Central Davis,456.9540024,557.1834946,0.0006529245336666667,776611.5722
2021-12-27,East Central Davis A,185.6966782,257.2067833,0.0006786798096666666,326297.8029
2021-12-27,North J,108.8344383,137.8761578,0.0002844744710666667,433625.1952
2021-12-27,8th and J,17.05896016,34.12079808,4.731948626666667e-05,360506.0304
2021-12-27,Rancho Yolo: East 8th Street,608.4207534,717.7024842,0.0008053501616666666,823320.8986
2021-12-27,South Davis/El Macero,225.9379578,290.0426674,0.000521216921,494976.8554
2021-12-27,Peregrine School (downstream),102.4608135,278.3331871,0.0002549417045,746825.6349
2021-12-27,Peregrine School (upstream),32.73697136,69.12351608,0.000379375878,134247.4487
2021-12-27,Arroyo A,257.2465325,545.5104446,0.0007314328459999999,548756.4454
2021-12-24,Rancho Yolo: Pole Line north of 5th,488.7522506,495.9571457,0.0005488769053333333,897022.0704
2021-12-24,Cantrill Drive,405.2767563,511.6600418,0.000558558744,820806.0547
2021-12-24,Olive Drive,308.415165,308.415165,0.0011955389620000002,257971.6553
2022-01-03,Old East Davis/Wildhorse,103.134737,96.01874352,0.0001717828523,579666.3574
2022-01-03,Far West Davis,561.4570999,554.3309021,0.0005719095836666666,975493.3594
2022-01-03,North Davis A,733.3920288,673.8299561,0.001092812887,643853.125
2022-01-03,North Davis B,94.64603424,94.64603424,0.0001973251483,479645.0684
2022-01-03,North Davis C,99.29187775,70.91318607,0.00012068440043333334,705165.9668
2022-01-03,North Davis D,188.7710762,171.9029045,0.0002684893442333333,671672.8027
2022-01-03,The Cannery,298.1570435,247.3446655,0.000512713811,531974.8535
2022-01-03,Far East Davis,462.9250717,410.6566238,0.0006142422986666667,711105.127
2022-01-03,North Central Davis,220.5153084,272.8156471,0.0004433260693333333,556397.4121
2022-01-03,Central Davis,761.3567352,710.8719635,0.000994929,739866.2109
2022-01-03,East Central Davis A,130.6305313,130.6305313,0.00032795363746666666,398320.1172
2022-01-03,North J,691.2211609,694.4473267,0.0008572815173333333,808175.8789
2022-01-03,8th and J,670.6427765,648.5302734,0.0009126206176666667,722739.0137
2022-01-03,Rancho Yolo: East 8th Street,587.84832,545.2789307,0.0006330893876666667,894918.8477
2022-01-03,South Davis/El Macero,201.6902351,220.6194496,0.000449452022,469805.0781
2022-01-03,Peregrine School (downstream),226.1600685,261.7455864,0.00038957948366666665,626195.2637
2022-01-03,Peregrine School (upstream),616.5348434,684.9266815,0.0008235517756666667,790151.6113
2022-01-03,Arroyo A,46.48265839,53.63564968,0.00010185774793333333,491461.4258
2022-01-03,Arroyo B,329.5262909,273.9567184,0.00039009720800000004,773503.3691
2022-01-03,East Central Davis B,964.0647125,852.4879456,0.0008800418533333333,1032083.105
2022-01-03,Rancho Yolo/Research Park,58.03767204,58.03767204,0.00011491514996666667,505048.0469
2022-01-03,Rancho Yolo: Pole Line north of 5th,1195.279999,1497.145996,0.0013930838756666666,966354.5898
2022-01-03,Cantrill Drive,218.7790871,28.51520538,0.0007332470143333333,298370.2393
2022-01-03,Olive Drive,726.4207458,677.8401947,0.0008659107176666667,810857.8125
2021-12-31,Old East Davis/Wildhorse,3.549097478,3.549097478,0.0,15788507.81
2021-12-31,Far West Davis,966.3337708,1071.448059,0.001913461753,532485.6445
2021-12-31,North Davis A,1024.081039,1031.966629,0.0017344382669999998,592712.8418
2021-12-31,North Davis B,290.4538536,290.4538536,0.0007768737756666667,373875.2197
2021-12-31,North Davis C,592.879715,574.8616409,0.0011765104953333333,496273.2422
2021-12-31,North Davis D,282.1597672,289.7964668,0.0009725911133333334,294037.3535
2021-12-31,The Cannery,0.0,0.0,0.0,269727.0264
2021-12-31,Far East Davis,21.29609346,34.07562733,9.825040379999999e-05,281788.7695
2021-12-31,North Central Davis,736.5493774,746.0288239,0.0022001087593333333,336932.9346
2021-12-31,Central Davis,971.4811707,1108.827286,0.0011277500073333334,922326.9531
2021-12-31,East Central Davis A,665.3578186,733.5638428,0.0016225780403333334,431079.9316
2021-12-31,North J,503.4354401,493.273735,0.0013918418676666666,358054.0283
2021-12-31,8th and J,544.0123367,561.1685181,0.0011346595083333334,487009.9121
2021-12-31,Rancho Yolo: East 8th Street,99.46208954,163.4529114,0.0003078643013,426998.1934
2021-12-31,South Davis/El Macero,2601.513062,2608.792114,0.0019466611766666667,1338267.09
2021-12-31,Peregrine School (downstream),1029.542313,1096.440048,0.0029975046393333335,354625.3662
2021-12-31,Peregrine School (upstream),1144.703522,1307.985992,0.003505261286666667,349858.3008
2021-12-31,Arroyo A,1030.386276,985.8125305,0.001567677775,643052.6855
2021-12-31,Arroyo B,704.7134399,755.7247162,0.002264876679,322410.083
2021-12-31,East Central Davis B,441.2712097,362.6760483,0.0009667870533333333,415783.0078
2021-12-31,Rancho Yolo/Research Park,106.1753464,127.4238205,0.0002042134846,571948.4375
2021-12-31,Rancho Yolo: Pole Line north of 5th,2153.114624,2214.227295,0.00046357385033333337,4710513.672
2021-12-31,Cantrill Drive,676.4958954,698.6308289,7.329984423333334e-05,9380147.656
2021-12-31,Olive Drive,560.3004456,533.0630112,0.0013019884086666667,419882.1777
2022-01-05,Old East Davis/Wildhorse,23909.99756,22929.70459,0.037214397999999996,629322.3145
2022-01-05,Far West Davis,106.9854927,123.4544182,0.0002354870374,489283.6426
2022-01-05,North Davis A,11.76386118,15.68543553,0.00014159648693333333,110775.5981
2022-01-05,North Davis B,112.7288437,93.28417778,0.00022113006900000001,465818.6523
2022-01-05,North Davis C,2020.945129,1891.803436,0.001704451376,1147802.93
2022-01-05,North Davis D,18.81360292,7.525030971,0.0,467561.0352
2022-01-05,The Cannery,31.13487244,27.24250793,3.361440376666667e-05,810441.5039
2022-01-05,Far East Davis,1737.360535,1601.229401,0.007482850490000001,223082.7637
2022-01-05,North Central Davis,12445.57739,11969.00391,0.02751403764,443675.0
2022-01-05,Central Davis,1522.970581,1384.27063,0.0014003208916666668,1038062.5
2022-01-05,East Central Davis A,41.88502789,45.69355965,8.349069343333334e-05,547289.2578
2022-01-05,North J,15.89390874,3.973257244,0.0,1460578.613
2022-01-05,8th and J,1284.494324,1128.640671,0.005204158469999999,231846.8018
2022-01-05,Rancho Yolo: East 8th Street,448.5587692,382.7939606,0.00046770333700000004,888760.7422
2022-01-05,South Davis/El Macero,323.1102753,302.0068741,0.00040930720666666667,763628.3203
2022-01-05,Peregrine School (downstream),130.7952118,127.2580051,0.00020102053156666668,641857.8613
2022-01-05,Peregrine School (upstream),364.7990417,335.4352951,0.0007762483840000001,451037.5488
2022-01-05,Arroyo A,269.3914986,241.6286278,0.00040372596833333335,632879.9316
2022-01-05,Arroyo B,317.2522163,294.5608711,0.00048766394366666667,627289.6484
2022-01-05,East Central Davis B,48.85284424,71.40797615,0.0001151681931,522109.5215
2022-01-05,Rancho Yolo/Research Park,7.059076428,7.059076428,0.0,125029.9683
2022-01-01,COD WWTP,844.3706512,886.7711639,0.001014752508,852987.207
2022-01-02,COD WWTP,1146.237335,1099.680634,0.0018790277149999999,597627.6855
2022-01-03,COD WWTP,1425.165253,1428.981323,0.002675312393,533423.0469
2022-01-04,COD WWTP,1552.265167,1614.317017,0.0024247533009999996,652969.9707
2022-01-05,COD WWTP,1855.82016,1826.182251,0.0033437032366666667,550587.5
2021-12-30,COD WWTP,662.989502,568.0101395,0.001191437066,516602.8809
2021-12-31,COD WWTP,616.4860535,645.2523804,0.0012074964886666666,522460.498
2022-01-05,Rancho Yolo: Pole Line north of 5th,350.2516174,343.4391403,0.0004656397086666667,744879.2969
2022-01-05,Cantrill Drive,14282.12891,13677.20703,0.021969833640000002,636311.9629
2022-01-05,Olive Drive,60.6865406,42.83382416,0.00012974000193333334,398953.1494
2021-12-23,COD WWTP,401.848259,405.1219558,0.00053077334,760183.4474
2021-12-24,COD WWTP,395.6505585,356.0199738,0.0008374282556666666,448796.9728
2021-12-25,COD WWTP,1099.837265,1034.179306,0.001233935544,864719.6288
2021-12-26,COD WWTP,508.5267258,512.3028946,0.0009109104003333333,560334.8144
2021-12-27,COD WWTP,541.2605286,504.6000671,0.0008184587156666668,638920.8006
2021-12-28,COD WWTP,570.3947067,515.2782058,0.0010064414026666668,539362.207
2021-12-29,COD WWTP,520.7258987,545.0081634,0.0009471423993333333,562604.9805
2021-12-29,Old East Davis/Wildhorse,231.4680672,234.979229,0.0007072230886666667,329773.8038
2021-12-29,Far West Davis,27.90227888,59.79941848,0.00017036569443333333,257392.4805
2021-12-29,North Davis A,500.7219696,521.9326401,0.0013291883546666667,384691.3818
2021-12-29,North Davis B,131.3059139,131.3059139,0.0006689159046666667,196296.5942
2021-12-29,North Davis C,3.23960688,25.9197688,0.0,569761.377
2021-12-29,North Davis D,1083.507004,995.978012,0.0014231247383333333,730605.3222
2021-12-29,The Cannery,0.0,0.0,0.0,489713.4765
2021-12-29,North Central Davis,379.7114945,508.9904404,0.0007203959776666667,616814.8925
2021-12-29,Central Davis,1230.576095,1226.977234,0.001738023126,706996.7286
2021-12-27,Arroyo B,16.9920373,23.78966331,3.6185775e-05,563504.5898
2021-12-27,East Central Davis B,659.3003082,730.5574799,0.0007702512693333334,902210.6445
2021-12-27,Rancho Yolo/Research Park,263.6766815,270.1959991,0.00046430717766666666,574913.2324
2021-12-27,Rancho Yolo: Pole Line north of 5th,492.7403259,569.5334244,0.00048536873633333336,1094295.605
2021-12-27,Cantrill Drive,47.54497051,133.1816483,0.0001213300657,744772.6074
2021-12-27,Olive Drive,10.18274546,20.36649466,3.759878683333333e-05,406253.0029
2022-01-07,Old East Davis/Wildhorse,1937.468872,1948.968201,0.002395977574,811033.6914
2022-01-07,Far West Davis,2111.253357,2107.252197,0.005785840233333333,364554.2725
2022-01-07,North Davis A,3034.209595,2984.468689,0.0065087365700000005,462353.8086
2022-01-07,North Davis B,2036.116028,2176.122437,0.0033261552526666666,633199.3164
2022-01-07,North Davis C,974.9164581,938.5044861,0.0018057204746666665,529822.0215
2022-01-07,North Davis D,786.5837097,766.3426208,0.0010799451553333333,718983.8867
2022-01-07,The Cannery,1082.28302,981.6081238,0.0011935474703333334,864603.7109
2022-01-07,Far East Davis,2988.122253,2739.080505,0.00573322096,499475.1465
2022-01-07,North Central Davis,35948.30078,34602.2583,0.15314652616666666,230336.792
2022-01-07,Central Davis,2686.455383,2448.856506,0.0067123016,382529.8828
2022-01-07,East Central Davis A,728.4719086,609.8127365,0.0006038860643333332,1108060.547
2022-01-07,North J,48609.30176,46928.44727,0.11861687443333334,402715.6738
2022-01-07,8th and J,1822.971802,1867.132568,0.003970704853333334,464666.1621
2022-01-07,Rancho Yolo: East 8th Street,1565.450745,1417.127838,0.001987300728,750409.4727
2022-01-07,South Davis/El Macero,820.5152893,673.1417084,0.000976744277,764610.0586
2022-01-07,Peregrine School (downstream),53993.38379,52900.61035,0.18644270606666666,286667.1387
2022-01-07,Peregrine School (upstream),52179.14063,50577.0166,0.2060084447666667,249397.9248
2022-01-07,Arroyo A,73339.93164,71272.49023,0.4337075133333333,166716.5283
2022-01-07,Arroyo B,1658.318329,1421.288757,0.002289080177,672673.4863
2022-01-07,East Central Davis B,1986.135101,1823.375397,0.0025091065080000002,759136.8652
2022-01-07,Rancho Yolo/Research Park,2002.234039,1887.64328,0.0021816533773333334,891497.5586
2022-01-07,Rancho Yolo: Pole Line north of 5th,1515.658112,1559.388885,0.0020992918433333334,732401.0254
2021-12-29,East Central Davis A,396.6333008,277.1040154,0.0009047392456666666,372337.8418
2021-12-29,North J,26.27797127,0.0,8.263813703333333e-05,317988.4277
2021-12-29,8th and J,189.4442368,129.9725628,0.0003173729364333333,503219.9707
2021-12-29,Rancho Yolo: East 8th Street,74.45057392,78.17450523,0.0002961791511666667,257656.6895
2021-12-29,South Davis/El Macero,33.06133032,25.7134676,3.70124748e-05,793986.3281
2021-12-29,Peregrine School (downstream),33.96665335,15.09496331,7.938939773333332e-05,308993.5059
2021-12-29,Peregrine School (upstream),331.648407,351.5816498,0.000500222416,682926.2695
2021-12-29,Arroyo A,74.08412457,51.85334206,0.00028938190896666665,217597.3389
2021-12-29,East Central Davis B,130.532074,156.6567898,0.00038900808233333333,369129.6875
2021-12-29,Rancho Yolo/Research Park,83.40246201,72.52017498,0.0002790971484,279333.9844
2021-12-29,Rancho Yolo: Pole Line north of 5th,180.099659,183.934803,0.0003948161236666667,461017.7246
2022-01-07,Cantrill Drive,2984.217224,3229.281006,0.004540806553333334,684184.4238
2021-12-29,Cantrill Drive,32.21858025,25.05804062,5.2742833499999994e-05,542980.127
2022-01-07,Olive Drive,3190.246582,3027.993774,0.00927884121,335076.3428
2021-12-29,Olive Drive,354.2416763,313.5926819,0.0006763171186666666,493728.7109
2022-01-10,Old East Davis/Wildhorse,198.4350967,222.8266525,0.00022427053086666667,939182.1289
2022-01-11,Far West Davis,841.6604614,948.4844971,0.0008524272266666666,1050028.027
2022-01-11,North Davis A,265.9655762,291.9430161,0.0005403196573333333,516276.416
2022-01-11,North Davis B,228.6787796,199.255085,0.00022741247266666665,940875.9766
2022-01-11,North Davis C,770.4567719,731.0344696,0.0008004681373333333,937883.2031
2022-01-11,North Davis D,818.3340454,802.6026154,0.0008987148436666666,901808.1055
2022-01-10,The Cannery,293.9613342,327.9372787,0.000449662822,691516.6016
2022-01-10,Far East Davis,106.403513,90.75027466,0.0001695855955,581281.0547
2022-01-11,North Central Davis,150.4159737,186.5447617,0.0002640113757,638155.7129
2022-01-11,Central Davis,776.1229706,873.4387207,0.0010623222133333333,776394.2383
2022-01-10,East Central Davis A,106.2873936,106.2873936,0.0002677955832333333,396897.4854
2022-01-10,North J,488.2497025,504.5684814,0.0009317617646666667,532763.9648
2022-01-10,8th and J,386.2968445,446.7072678,0.0007980005656666666,521932.0313
2022-01-10,Rancho Yolo: East 8th Street,547.5629807,555.966301,0.000632824943,871907.2266
2022-01-10,South Davis/El Macero,167.1446609,158.3417702,0.000252936413,643415.5273
2022-01-11,Peregrine School (downstream),164.5737648,176.3377762,0.0002836841621333334,600864.5996
2022-01-11,Peregrine School (upstream),219.8518944,216.8783569,0.0003404150103333333,641467.3828
2022-01-11,Arroyo A,168.5142326,188.8684845,0.0003163433465,564865.2344
2022-01-11,Arroyo B,172.264595,186.6320419,0.00026743637426666667,670994.4336
2022-01-10,East Central Davis B,214.3590355,245.0193977,0.000371361424,618505.8594
2022-01-10,Rancho Yolo/Research Park,249.8851776,263.633709,0.000563747162,455451.416
2022-01-10,Rancho Yolo: Pole Line north of 5th,625.5929565,537.7050781,0.0009355194273333333,621739.1113
2022-01-10,Cantrill Drive,275.1446915,287.2565269,0.0005643510403333334,498272.5098
2022-01-11,Olive Drive,144.453125,121.9701672,0.00037884966933333334,351621.3867
2022-01-12,Old East Davis/Wildhorse,1426.818848,1467.783813,0.002341936148,617993.5059
2022-01-12,Far West Davis,778.4471893,892.0637512,0.0009416716293333333,886992.2852
2022-01-12,North Davis A,603.0834961,636.6897202,0.0008004961223333333,774378.0273
2022-01-12,North Davis B,530.8218765,502.8152847,0.0005843408813333333,884447.0703
2022-01-12,North Davis C,143.2536221,135.5049801,0.00029159618096666665,477987.4023
2022-01-12,North Davis D,1060.557861,1141.341553,0.001429020238,770422.7539
2022-01-12,The Cannery,440.0611115,477.7635574,0.0007684958656666667,597156.543
2022-01-12,Far East Davis,1225.52681,1251.606369,0.0016858144906666667,734699.2188
2022-01-12,North Central Davis,521.4255142,488.339386,0.0008502994576666667,593770.166
2022-01-12,Central Davis,2241.192627,2196.305389,0.002071436118,1071116.309
2022-01-12,East Central Davis A,1282.871094,1241.840057,0.0014600550083333334,864594.5313
2022-01-12,North J,168.4483147,157.4538612,0.00027757741223333334,587047.3633
2022-01-12,8th and J,893.5232544,875.3554535,0.002257375829333333,391799.7803
2022-01-12,Rancho Yolo: East 8th Street,1809.498596,1862.102509,0.0022198900996666664,826978.125
2022-01-12,South Davis/El Macero,490.8043671,501.8202209,0.0009755129103333333,508770.6055
2022-01-12,Peregrine School (downstream),555.3744125,572.0510101,0.002123685086,265440.8203
2022-01-12,Peregrine School (upstream),587.8107834,581.3669586,0.0016141649503333333,362161.792
2022-01-12,Arroyo A,420.3067398,385.8526611,0.001135847283,354871.3867
2022-01-12,Arroyo B,930.2713013,998.1108856,0.002065892987,466718.7988
2022-01-12,East Central Davis B,940.5344391,896.2497711,0.0016152128176666668,568588.916
2022-01-12,Rancho Yolo/Research Park,277.3782349,368.7327194,0.0007940976413333333,406820.8496
2022-01-06,COD WWTP,1682.395935,1857.939148,0.0033519000366666663,528108.6914
2022-01-07,COD WWTP,1986.485291,2137.509918,0.002956790371,697377.002
2022-01-08,COD WWTP,1283.177795,1360.065613,0.0019276535920000001,685611.6211
2022-01-09,COD WWTP,1103.770752,1127.714996,0.001925906134,579333.9844
2022-01-10,COD WWTP,886.5661621,940.0011444,0.0018617717003333333,490545.459
2022-01-11,COD WWTP,1106.255264,1147.820053,0.0015785551483333334,713967.8711
2022-01-12,COD WWTP,1224.328079,1245.150223,0.0013695576580000002,901560.5469
2022-01-12,Rancho Yolo: Pole Line north of 5th,521.1031342,595.2070236,0.0020697434326666666,269673.5596
2022-01-12,Cantrill Drive,982.5385284,865.9988403,0.0012899011913333333,716542.2363
2022-01-12,Olive Drive,398.2797623,394.5154953,0.0013289341396666666,298282.373
2022-01-14,Old East Davis/Wildhorse,853.6660767,791.50177,0.0019467151666666667,422549.707
2022-01-14,Far West Davis,1260.233459,1060.146866,0.001665634055,696545.6543
2022-01-14,North Davis A,26.09695673,3.261726797,8.082866326666667e-05,322867.6025
2022-01-14,North Davis B,175.769062,136.6809654,0.0003710162893333333,421073.1934
2022-01-14,North Davis C,743.7625122,610.3956223,0.0016993170596666665,398441.8701
2022-01-14,North Davis D,609.3452454,557.0582199,0.0020555666006666666,283718.2373
2022-01-14,The Cannery,38.86857748,29.14997816,5.2095601266666666e-05,652824.3652
2022-01-14,Far East Davis,210.7771301,150.5104065,0.0005456300666666666,331073.7061
2022-01-14,North Central Davis,125.8396435,138.4326553,0.0003109854757,424894.9219
2022-01-14,Central Davis,6.265996695,6.265996695,0.0,176086.0352
2022-01-14,East Central Davis A,53.45107079,31.43825531,7.213378970000001e-05,588415.8203
2022-01-14,North J,484.9370956,450.8790588,0.0008721858526666666,536477.4902
2022-01-14,8th and J,54.45428371,28.82488251,0.00012951066766666666,321514.6973
2022-01-14,Rancho Yolo: East 8th Street,45.82747459,32.73173571,8.854345306666667e-05,443619.5313
2022-01-14,South Davis/El Macero,757.0578766,750.7764435,0.0021366329956666666,352852.9053
2022-01-14,Peregrine School (downstream),619.974556,518.9100647,0.001301184807,437633.6914
2022-01-14,Peregrine School (upstream),103.1339931,106.3586807,0.00028875352980000003,362753.4424
2022-01-14,Arroyo A,95.70619583,70.99859238,0.0001939915132,429670.3125
2022-01-14,Arroyo B,375.0941086,322.8221893,0.0008733411543333334,399566.8213
2022-01-14,East Central Davis B,288.1633377,308.2991409,0.0005183961669999999,575295.9961
2022-01-14,Rancho Yolo/Research Park,956.9397736,972.40448,0.001375444734,701352.8809
2022-01-14,Rancho Yolo: Pole Line north of 5th,513.0135345,532.0625687,0.0007456829966666666,700750.9277
2022-01-14,Cantrill Drive,809.3203735,801.3944244,0.0026170346450000003,307736.6211
2022-01-14,Olive Drive,770.2883911,841.9667816,0.0013483401120000002,597866.6504
2022-01-16,Old East Davis/Wildhorse,217.1074677,175.8978844,0.00014000298226666665,1403560.645
2022-01-16,Far West Davis,148.6687851,88.46866608,0.00023100303473333334,513277.7832
2022-01-16,North Davis A,111.3358784,97.41238594,0.00018622239269999998,560481.1035
2022-01-16,North Davis B,180.7388306,184.2858887,0.00012546444733333332,1454693.848
2022-01-16,North Davis C,275.127449,465.175705,0.0003813644746666667,970597.9492
2022-01-16,North Davis D,214.2298317,146.7402458,0.00022709124846666666,794768.7988
2022-01-16,The Cannery,940.5532074,846.1289215,0.0017928842126666666,498270.3613
2022-01-16,Far East Davis,43.45994473,0.0,0.0,788977.6855
2022-01-16,North Central Davis,404.6426392,0.0,0.0005432354866666666,744875.1953
2022-01-16,Central Davis,18.47267032,3.694270253,0.0,47475.27161
2022-01-16,East Central Davis A,911.7121887,853.0376434,0.0007333695496666667,1203179.102
2022-01-16,North J,1056.291275,1150.866013,0.0013640022360000002,809073.9258
2022-01-16,8th and J,266.7342377,229.5518684,0.00037524059833333334,661290.5273
2022-01-16,Rancho Yolo: East 8th Street,558.9670181,580.5262375,0.0008618177613333334,661098.7305
2022-01-16,South Davis/El Macero,183.5756302,204.3788528,0.0004015052053333333,483125.0977
2022-01-16,Peregrine School (downstream),87.31450081,65.4789114,9.919956096666667e-05,770131.4941
2022-01-16,Peregrine School (upstream),408.0140686,0.0,0.0006196962589999999,658409.7656
2022-01-16,Arroyo A,273.5165977,184.6340752,0.000456267012,502064.209
2022-01-16,Arroyo B,434.9103546,495.1625061,0.000646289352,719548.3398
2022-01-16,East Central Davis B,36.80460453,84.67020988,0.000999293352,84730.08423
2022-01-16,Rancho Yolo/Research Park,53.40886593,7.119540572,0.0,84255.11475
2022-01-16,Rancho Yolo: Pole Line north of 5th,36.75637722,22.05226421,0.0005965862509999999,36964.08386
2022-01-16,Cantrill Drive,32.53586769,21.68947458,0.00063746175,34024.7467
2022-01-16,Olive Drive,21.85136318,3.641578257,0.0,105499.9512
2022-01-19,Old East Davis/Wildhorse,20.9079814,3.484367728,0.00021975595076666668,95141.82129
2022-01-19,Far West Davis,53.10277939,11.37691259,0.0003328079790666666,159559.8145
2022-01-19,North Davis A,29.31707144,7.328500748,0.0001703764458,172072.3267
2022-01-19,North Davis B,318.6993599,354.5711517,0.0035548846866666666,94696.5332
2022-01-19,North Davis C,29.42776918,29.42776918,0.0003767583616666667,78107.8064
2022-01-19,North Davis D,15.58499575,7.792217731,0.00023179130543333332,67237.18872
2022-01-19,The Cannery,191.0997009,175.487175,0.0032120292569999998,57064.68506
2022-01-19,Far East Davis,15.89113593,19.86427665,0.00017085390093333333,104637.3901
2022-01-19,North Central Davis,1049.292603,986.4886475,0.01515284804,67174.87183
2022-01-19,Central Davis,24.97121334,3.56695354,0.00019741026846666667,126493.9941
2022-01-19,East Central Davis A,34.37714577,17.18716621,0.00027028505993333335,95388.75732
2022-01-19,North J,28.2747817,0.0,0.00016395674913333332,172452.6855
2022-01-19,8th and J,21.71560287,3.618952334,0.0009888869246666666,21959.64203
2022-01-19,Rancho Yolo: East 8th Street,29.13030386,18.20550084,4.776010473333334e-05,495558.0078
2022-01-19,South Davis/El Macero,46.80865765,31.20356798,8.855656206666667e-05,440465.5273
2022-01-19,Peregrine School (downstream),28.18953276,14.09382939,0.0003200138568333333,66064.89258
2022-01-19,Peregrine School (upstream),34.98280764,59.47778225,0.0005963115480000001,79204.05884
2022-01-19,Arroyo A,32.01586485,24.0110302,0.0005128420763333333,54623.92578
2022-01-19,Arroyo B,206.6111565,188.7838554,0.004800433493333333,41183.26111
2022-01-19,East Central Davis B,35.88549614,17.94121027,0.0005116496643333333,52601.13525
2022-01-19,Rancho Yolo/Research Park,15.39702892,0.0,0.000857300375,17959.8999
2022-01-13,COD WWTP,86.72403336,54.59551334,0.00017935135096666668,393974.0234
2022-01-14,COD WWTP,63.00235748,45.4979372,0.0005933377413333334,91432.15332
2022-01-15,COD WWTP,42.71936417,49.29310322,0.0008214678133333333,56004.91333
2022-01-16,COD WWTP,27.71999359,38.11688185,0.0007233432470000001,45508.73718
2022-01-17,COD WWTP,37.64162302,30.79668045,0.000919677054,37207.79114
2022-01-18,COD WWTP,46.86690807,25.23348331,0.00048031525433333335,75055.27954
2022-01-19,COD WWTP,23.81910563,13.61026287,0.00031900948193333334,58664.97803
2022-01-19,Rancho Yolo: Pole Line north of 5th,21.03990078,3.506356478,8.79265069e-05,239289.624
2022-01-19,Cantrill Drive,23.03273439,0.0,9.61569953e-05,239532.5928
2022-01-19,Olive Drive,71.7633009,35.87537527,0.0014066767676666667,38259.91821
2022-01-21,Old East Davis/Wildhorse,2750.108032,2664.00177,0.030756524349999998,88015.6311
2022-01-21,Far West Davis,15.65885901,15.65885901,9.851365823333333e-05,158951.1475
2022-01-21,North Davis A,14.77399707,7.38673985,0.000184198797,80206.80542
2022-01-21,North Davis B,18.26523423,7.305701971,0.00032123436486666666,56859.52759
2022-01-21,North Davis C,25.64705372,14.65467691,0.00026295162373333336,76633.35571
2022-01-21,North Davis D,98.20085526,126.2750912,0.000238860206,469889.7949
2022-01-21,The Cannery,17.59172678,10.55467367,0.00035399756366666667,49694.48547
2022-01-21,Far East Davis,90.24943352,97.47275352,0.0008031478703333333,116866.5161
2022-01-21,North Central Davis,26.50076866,9.936971068,0.0003903884536666667,67883.07495
2022-01-21,Central Davis,109.4632244,91.21130943,0.00018204900100000001,551155.2734
2022-01-21,East Central Davis A,39.45892811,43.04682732,0.0008717363093333333,47322.65625
2022-01-21,North J,47.49202728,16.95886731,0.00014843796486666667,217097.0703
2022-01-21,8th and J,10.94961166,3.649741411,0.000734360673,14910.40039
2022-01-21,Rancho Yolo: East 8th Street,17.53062725,14.024266,0.00012867023843333333,122619.2383
2022-01-21,South Davis/El Macero,24.65335369,3.521547318,0.0011579929036666667,21289.72778
2022-01-21,Peregrine School (downstream),35.96009016,35.96009016,0.000427846739,84048.99902
2022-01-21,Peregrine School (upstream),39.79223013,14.46816683,0.00028530895853333334,95090.59448
2022-01-21,Arroyo A,52.0851326,40.06331921,0.0006921528639999999,66566.54663
2022-01-21,Arroyo B,20.98913193,6.995918751,0.00010445220203333332,200944.8486
